yourlist:M2022030892C7BAECDB1C5C413EE0E0348724B682456919U	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q14289	Q14289	FAK2_HUMAN	reviewed	Protein-tyrosine kinase 2-beta (EC 2.7.10.2) (Calcium-dependent tyrosine kinase) (CADTK) (Calcium-regulated non-receptor proline-rich tyrosine kinase) (Cell adhesion kinase beta) (CAK-beta) (CAKB) (Focal adhesion kinase 2) (FADK 2) (Proline-rich tyrosine kinase 2) (Related adhesion focal tyrosine kinase) (RAFTK)	PTK2B FAK2 PYK2 RAFTK	Homo sapiens (Human)	1009
Q52L64	Q52L64	Q52L64_MOUSE	unreviewed	ENSMUSG00000076577 protein	Igkv8-30 Gm10883	Mus musculus (Mouse)	240
B0QYP2	B0QYP2	B0QYP2_HUMAN	unreviewed	Chromobox protein homolog 7	CBX7	Homo sapiens (Human)	158
P51452	P51452	DUS3_HUMAN	reviewed	Dual specificity protein phosphatase 3 (EC 3.1.3.16) (EC 3.1.3.48) (Dual specificity protein phosphatase VHR) (Vaccinia H1-related phosphatase) (VHR)	DUSP3 VHR	Homo sapiens (Human)	185
P00722	P00722	BGAL_ECOLI	reviewed	Beta-galactosidase (Beta-gal) (EC 3.2.1.23) (Lactase)	lacZ b0344 JW0335	Escherichia coli (strain K12)	1024
P16753	P16753	SCAF_HCMVA	reviewed	Capsid scaffolding protein (Protease precursor) (pPR) [Cleaved into: Assemblin (EC 3.4.21.97) (Protease); Assembly protein (Capsid assembly protein)]	UL80 APNG	Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5)	708
P53396	P53396	ACLY_HUMAN	reviewed	ATP-citrate synthase (EC 2.3.3.8) (ATP-citrate (pro-S-)-lyase) (ACL) (Citrate cleavage enzyme)	ACLY	Homo sapiens (Human)	1101
D6Y501	D6Y501	D6Y501_THEBD	unreviewed	Uncharacterized protein	Tbis_0549	Thermobispora bispora (strain ATCC 19993 / DSM 43833 / CBS 139.67 / JCM 10125 / KCTC 9307 / NBRC 14880 / R51)	49
Q9NPB1	Q9NPB1	NT5M_HUMAN	reviewed	5'(3')-deoxyribonucleotidase, mitochondrial (5',3'-nucleotidase, mitochondrial) (EC 3.1.3.-) (Deoxy-5'-nucleotidase 2) (dNT-2)	NT5M DNT2	Homo sapiens (Human)	228
P0C6U6	P0C6U6	R1A_CVHNL	reviewed	Replicase polyprotein 1a (pp1a) (ORF1a polyprotein) [Cleaved into: Non-structural protein 1 (nsp1) (p9); Non-structural protein 2 (nsp2) (p87); Non-structural protein 3 (nsp3) (EC 3.4.19.12) (EC 3.4.22.-) (PL1-PRO/PL2-PRO) (PLP1/PLP2) (Papain-like proteinases 1/2) (p195); Non-structural protein 4 (nsp4) (Peptide HD2); 3C-like proteinase (3CL-PRO) (3CLp) (EC 3.4.22.-) (M-PRO) (nsp5) (p34); Non-structural protein 6 (nsp6); Non-structural protein 7 (nsp7) (p5); Non-structural protein 8 (nsp8) (p23); Non-structural protein 9 (nsp9) (p12); Non-structural protein 10 (nsp10) (Growth factor-like peptide) (GFL) (p14); Non-structural protein 11 (nsp11)]	1a	Human coronavirus NL63 (HCoV-NL63)	4060
O53623	O53623	O53623_MYCTU	unreviewed	Probable transcriptional regulatory protein	Rv0078	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	201
Q3TBT3	Q3TBT3	STING_MOUSE	reviewed	Stimulator of interferon genes protein (mSTING) (Endoplasmic reticulum interferon stimulator) (ERIS) (Mediator of IRF3 activation) (MMITA) (Transmembrane protein 173)	Sting1 Eris Mita Mpys Sting Tmem173	Mus musculus (Mouse)	378
J7HJM3	J7HJM3	J7HJM3_9BILA	unreviewed	Peroxiredoxin-1		Ancylostoma ceylanicum	196
Q6ZNE5	Q6ZNE5	BAKOR_HUMAN	reviewed	Beclin 1-associated autophagy-related key regulator (Barkor) (Autophagy-related protein 14-like protein) (Atg14L)	ATG14 ATG14L KIAA0831	Homo sapiens (Human)	492
P19492	P19492	GRIA3_RAT	reviewed	Glutamate receptor 3 (GluR-3) (AMPA-selective glutamate receptor 3) (GluR-C) (GluR-K3) (Glutamate receptor ionotropic, AMPA 3) (GluA3)	Gria3 Glur3	Rattus norvegicus (Rat)	888
O14733	O14733	MP2K7_HUMAN	reviewed	Dual specificity mitogen-activated protein kinase kinase 7 (MAP kinase kinase 7) (MAPKK 7) (EC 2.7.12.2) (JNK-activating kinase 2) (MAPK/ERK kinase 7) (MEK 7) (Stress-activated protein kinase kinase 4) (SAPK kinase 4) (SAPKK-4) (SAPKK4) (c-Jun N-terminal kinase kinase 2) (JNK kinase 2) (JNKK 2)	MAP2K7 JNKK2 MEK7 MKK7 PRKMK7 SKK4	Homo sapiens (Human)	419
P34217	P34217	PIN4_YEAST	reviewed	RNA-binding protein PIN4 (Psi inducibility protein 4)	PIN4 MDT1 YBL051C YBL0506 YBL0516	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	668
P70452	P70452	STX4_MOUSE	reviewed	Syntaxin-4	Stx4 Stx4a	Mus musculus (Mouse)	298
A0A067Y7N7	A0A067Y7N7	A0A067Y7N7_9INFA	unreviewed	Neuraminidase (EC 3.2.1.18)	NA	Influenza A virus (A/Shanghai/JS01/2013(H7N9))	470
Q13126	Q13126	MTAP_HUMAN	reviewed	S-methyl-5'-thioadenosine phosphorylase (EC 2.4.2.28) (5'-methylthioadenosine phosphorylase) (MTA phosphorylase) (MTAP) (MTAPase)	MTAP MSAP	Homo sapiens (Human)	283
A4HN55	A4HN55	A4HN55_LEIBR	unreviewed	Proteasome subunit beta	LBRM_34_3820	Leishmania braziliensis	254
Q1W640	Q1W640	Q1W640_APIME	unreviewed	OBP14	677673	Apis mellifera (Honeybee)	135
Q64346	Q64346	DUS6_RAT	reviewed	Dual specificity protein phosphatase 6 (EC 3.1.3.16) (EC 3.1.3.48) (Mitogen-activated protein kinase phosphatase 3) (MAP kinase phosphatase 3) (MKP-3)	Dusp6 Mkp3	Rattus norvegicus (Rat)	381
G0SDW4	G0SDW4	G0SDW4_CHATD	unreviewed	Uncharacterized protein	CTHT_0053230	Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719)	1522
Q01565	Q01565	GSPD2_DICD3	reviewed	Secretin OutD (General secretion pathway protein D) (Pectic enzymes secretion protein OutD) (Type II secretion system protein D) (T2SS protein D)	outD Dda3937_02415	Dickeya dadantii (strain 3937) (Erwinia chrysanthemi (strain 3937))	710
Q6MPX4	Q6MPX4	Q6MPX4_BDEBA	unreviewed	Probable pyrophosphohydrolase (EC 3.6.1.-)	mutT Bd0714	Bdellovibrio bacteriovorus (strain ATCC 15356 / DSM 50701 / NCIMB 9529 / HD100)	153
P76291	P76291	CMOB_ECOLI	reviewed	tRNA U34 carboxymethyltransferase (EC 2.5.1.-)	cmoB yecP b1871 JW1860	Escherichia coli (strain K12)	323
P35408	P35408	PE2R4_HUMAN	reviewed	Prostaglandin E2 receptor EP4 subtype (PGE receptor EP4 subtype) (PGE2 receptor EP4 subtype) (Prostanoid EP4 receptor)	PTGER4 PTGER2	Homo sapiens (Human)	488
P00883	P00883	ALDOA_RABIT	reviewed	Fructose-bisphosphate aldolase A (EC 4.1.2.13) (Muscle-type aldolase)	ALDOA	Oryctolagus cuniculus (Rabbit)	364
Q9KWU8	Q9KWU8	RPOA_THEAQ	reviewed	DNA-directed RNA polymerase subunit alpha (RNAP subunit alpha) (EC 2.7.7.6) (RNA polymerase subunit alpha) (Transcriptase subunit alpha)	rpoA	Thermus aquaticus	314
P20035	P20035	HGXR_PLAFG	reviewed	Hypoxanthine-guanine-xanthine phosphoribosyltransferase (HGPRT) (HGXPRT) (HGXPRTase) (EC 2.4.2.22) (EC 2.4.2.8)	LACZ	Plasmodium falciparum (isolate FCR-3 / Gambia)	231
P04224	P04224	HA22_MOUSE	reviewed	H-2 class II histocompatibility antigen, E-K alpha chain		Mus musculus (Mouse)	255
Q90JJ9	Q90JJ9	Q90JJ9_9HIV1	unreviewed	Pol polyprotein (Fragment)	pol	Human immunodeficiency virus 1	403
P25321	P25321	KAPCA_CRIGR	reviewed	cAMP-dependent protein kinase catalytic subunit alpha (PKA C-alpha) (EC 2.7.11.11)	PRKACA	Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus)	351
P11560	P11560	MCRB_METTM	reviewed	Methyl-coenzyme M reductase I subunit beta (MCR I beta) (EC 2.8.4.1) (Coenzyme-B sulfoethylthiotransferase beta)	mcrB MTBMA_c15520	Methanothermobacter marburgensis (strain ATCC BAA-927 / DSM 2133 / JCM 14651 / NBRC 100331 / OCM 82 / Marburg) (Methanobacterium thermoautotrophicum)	443
A0A2D1UXN2	A0A2D1UXN2	A0A2D1UXN2_9POAL	unreviewed	PYR1		Festuca elata	212
P30626	P30626	SORCN_HUMAN	reviewed	Sorcin (22 kDa protein) (CP-22) (CP22) (V19)	SRI	Homo sapiens (Human)	198
P25942	P25942	TNR5_HUMAN	reviewed	Tumor necrosis factor receptor superfamily member 5 (B-cell surface antigen CD40) (Bp50) (CD40L receptor) (CDw40) (CD antigen CD40)	CD40 TNFRSF5	Homo sapiens (Human)	277
P04190	P04190	BLA2_BACCE	reviewed	Metallo-beta-lactamase type 2 (EC 3.5.2.6) (B2 metallo-beta-lactamase) (Beta-lactamase II) (Cephalosporinase) (Metallo-beta-lactamase type II) (Metallothioprotein beta-lactamase II) (Penicillinase) (Zinc-requiring beta-lactamase II)	blm	Bacillus cereus	257
C3W5S3	C3W5S3	C3W5S3_I09A0	unreviewed	Neuraminidase (EC 3.2.1.18)	NA	Influenza A virus (strain swl A/California/04/2009 H1N1)	469
O15162	O15162	PLS1_HUMAN	reviewed	Phospholipid scramblase 1 (PL scramblase 1) (Ca(2+)-dependent phospholipid scramblase 1) (Erythrocyte phospholipid scramblase) (Mg(2+)-dependent nuclease) (EC 3.1.-.-) (MmTRA1b)	PLSCR1	Homo sapiens (Human)	318
P62944	P62944	AP2B1_RAT	reviewed	AP-2 complex subunit beta (AP105B) (Adaptor protein complex AP-2 subunit beta) (Adaptor-related protein complex 2 subunit beta) (Beta-2-adaptin) (Beta-adaptin) (Clathrin assembly protein complex 2 beta large chain) (Plasma membrane adaptor HA2/AP2 adaptin beta subunit)	Ap2b1 Clapb1	Rattus norvegicus (Rat)	937
P43378	P43378	PTN9_HUMAN	reviewed	Tyrosine-protein phosphatase non-receptor type 9 (EC 3.1.3.48) (Protein-tyrosine phosphatase MEG2) (PTPase MEG2)	PTPN9	Homo sapiens (Human)	593
Q6DPL2	Q6DPL2	Q6DPL2_9INFA	unreviewed	Neuraminidase (EC 3.2.1.18)	NA	Influenza A virus (A/Viet Nam/1203/2004(H5N1))	449
Q9P270	Q9P270	SLAI2_HUMAN	reviewed	SLAIN motif-containing protein 2	SLAIN2 KIAA1458	Homo sapiens (Human)	581
C4Z6Z2	C4Z6Z2	C4Z6Z2_LACE2	unreviewed	Beta-galactosidase (EC 3.2.1.23)	EUBELI_20590	Lachnospira eligens (strain ATCC 27750 / DSM 3376 / VPI C15-48 / C15-B4) (Eubacterium eligens)	611
P48730	P48730	KC1D_HUMAN	reviewed	Casein kinase I isoform delta (CKI-delta) (CKId) (EC 2.7.11.1) (Tau-protein kinase CSNK1D) (EC 2.7.11.26)	CSNK1D HCKID	Homo sapiens (Human)	415
Q9UDY8	Q9UDY8	MALT1_HUMAN	reviewed	Mucosa-associated lymphoid tissue lymphoma translocation protein 1 (EC 3.4.22.-) (MALT lymphoma-associated translocation) (Paracaspase)	MALT1 MLT	Homo sapiens (Human)	824
P0A6R2	P0A6R2	FABH_ECO57	reviewed	3-oxoacyl-[acyl-carrier-protein] synthase 3 (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase III) (Beta-ketoacyl-ACP synthase III) (KAS III)	fabH Z1730 ECs1469	Escherichia coli O157:H7	317
A0QU89	A0QU89	A0QU89_MYCS2	unreviewed	N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25)	nagA MSMEG_2119	Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) (Mycobacterium smegmatis)	385
P72583	P72583	YC53L_SYNY3	reviewed	Ycf53-like protein	sll0558	Synechocystis sp. (strain PCC 6803 / Kazusa)	233
W5R8B8	W5R8B8	W5R8B8_9INFA	unreviewed	Neuraminidase (EC 3.2.1.18)	NA	Influenza A virus (A/giant panda/Ya'an/01/2009(H1N1))	469
Q01064	Q01064	PDE1B_HUMAN	reviewed	Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B (Cam-PDE 1B) (EC 3.1.4.17) (63 kDa Cam-PDE)	PDE1B PDE1B1 PDES1B	Homo sapiens (Human)	536
P56373	P56373	P2RX3_HUMAN	reviewed	P2X purinoceptor 3 (P2X3) (ATP receptor) (Purinergic receptor)	P2RX3	Homo sapiens (Human)	397
P05417	P05417	UCRI_PARDE	reviewed	Ubiquinol-cytochrome c reductase iron-sulfur subunit (EC 7.1.1.8) (Rieske iron-sulfur protein) (RISP)	petA	Paracoccus denitrificans	190
A2NU21	A2NU21	A2NU21_MOUSE	unreviewed	VH coding region (Fragment)		Mus musculus (Mouse)	119
Q1RBS0	Q1RBS0	Q1RBS0_ECOUT	unreviewed	Putative Fml fimbrial adhesin FmlD	fmlD UTI89_C1716	Escherichia coli (strain UTI89 / UPEC)	304
Q9U8X2	Q9U8X2	Q9U8X2_ENTHI	unreviewed	Serine O-acetyltransferase (EC 2.3.1.30)	EhSAT CL6EHI_202040	Entamoeba histolytica	305
P42858	P42858	HD_HUMAN	reviewed	Huntingtin (Huntington disease protein) (HD protein) [Cleaved into: Huntingtin, myristoylated N-terminal fragment]	HTT HD IT15	Homo sapiens (Human)	3142
H7C794	H7C794	PARE_ENTFA	reviewed	DNA topoisomerase 4 subunit B (EC 5.6.2.2) (Topoisomerase IV subunit B)	parE EF_1615	Enterococcus faecalis (strain ATCC 700802 / V583)	685
P53112	P53112	PEX14_YEAST	reviewed	Peroxisomal membrane protein PEX14 (Peroxin-14)	PEX14 YGL153W G1870	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	341
P01012	P01012	OVAL_CHICK	reviewed	Ovalbumin (Allergen Gal d II) (Egg albumin) (Plakalbumin) (allergen Gal d 2)	SERPINB14	Gallus gallus (Chicken)	386
P16410	P16410	CTLA4_HUMAN	reviewed	Cytotoxic T-lymphocyte protein 4 (Cytotoxic T-lymphocyte-associated antigen 4) (CTLA-4) (CD antigen CD152)	CTLA4 CD152	Homo sapiens (Human)	223
Q96J94	Q96J94	PIWL1_HUMAN	reviewed	Piwi-like protein 1 (EC 3.1.26.-)	PIWIL1 HIWI	Homo sapiens (Human)	861
Q93DC4	Q93DC4	Q93DC4_KLEPN	unreviewed	Beta-lactamase (EC 3.5.2.6)	bla bla_2 blaKPC-3 kpc3 BL124_00023515 SAMEA3720909_04824	Klebsiella pneumoniae	293
P51449	P51449	RORG_HUMAN	reviewed	Nuclear receptor ROR-gamma (Nuclear receptor RZR-gamma) (Nuclear receptor subfamily 1 group F member 3) (RAR-related orphan receptor C) (Retinoid-related orphan receptor-gamma)	RORC NR1F3 RORG RZRG	Homo sapiens (Human)	518
P83410	P83410	LEC_ERYCG	reviewed	Lectin (ECL)		Erythrina crista-galli (Cockspur coral tree) (Micropteryx crista-galli)	239
P01869	P01869	IGH1M_MOUSE	reviewed	Ig gamma-1 chain C region, membrane-bound form	Ighg1 Igh-4	Mus musculus (Mouse)	393
Q9FUZ2	Q9FUZ2	DEF1B_ARATH	reviewed	Peptide deformylase 1B, chloroplastic/mitochondrial (AtDEF2) (AtPDF1B) (PDF 1B) (EC 3.5.1.88) (Polypeptide deformylase)	PDF1B DEF2 At5g14660 T15N1_150	Arabidopsis thaliana (Mouse-ear cress)	273
Q9GPG0	Q9GPG0	Q9GPG0_MANSE	unreviewed	Carboxylic ester hydrolase (EC 3.1.1.-)		Manduca sexta (Tobacco hawkmoth) (Tobacco hornworm)	573
O74718	O74718	ERF3_SCHPO	reviewed	Eukaryotic peptide chain release factor GTP-binding subunit (ERF-3) (ERF3) (ERF2) (Polypeptide release factor 3) (Translation release factor 3)	sup35 SPCC584.04	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	662
P58340	P58340	MLF1_HUMAN	reviewed	Myeloid leukemia factor 1 (Myelodysplasia-myeloid leukemia factor 1)	MLF1	Homo sapiens (Human)	268
V5IRV0	V5IRV0	V5IRV0_9INFA	unreviewed	Hemagglutinin	HA	Influenza A virus	316
A7YT55	A7YT55	A7YT55_DANRE	unreviewed	Hdac6 protein (Fragment)	hdac6	Danio rerio (Zebrafish) (Brachydanio rerio)	929
Q5UB51	Q5UB51	POLG_DEN3I	reviewed	Genome polyprotein [Cleaved into: Capsid protein C (Core protein); Protein prM; Peptide pr; Small envelope protein M (Matrix protein); Envelope protein E; Non-structural protein 1 (NS1); Non-structural protein 2A (NS2A); Serine protease subunit NS2B (Flavivirin protease NS2B regulatory subunit) (Non-structural protein 2B); Serine protease NS3 (EC 3.4.21.91) (EC 3.6.1.15) (EC 3.6.4.13) (Flavivirin protease NS3 catalytic subunit) (Non-structural protein 3); Non-structural protein 4A (NS4A); Peptide 2k; Non-structural protein 4B (NS4B); RNA-directed RNA polymerase NS5 (EC 2.1.1.56) (EC 2.1.1.57) (EC 2.7.7.48) (Non-structural protein 5)]		Dengue virus type 3 (strain Singapore/8120/1995) (DENV-3)	3390
P49951	P49951	CLH1_BOVIN	reviewed	Clathrin heavy chain 1	CLTC	Bos taurus (Bovine)	1675
A0QNE0	A0QNE0	GYRB_MYCS2	reviewed	DNA gyrase subunit B (EC 5.6.2.2)	gyrB MSMEG_0005 MSMEI_0007	Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) (Mycobacterium smegmatis)	675
Q9Y2T3	Q9Y2T3	GUAD_HUMAN	reviewed	Guanine deaminase (Guanase) (Guanine aminase) (EC 3.5.4.3) (Guanine aminohydrolase) (GAH) (p51-nedasin)	GDA KIAA1258	Homo sapiens (Human)	454
P09104	P09104	ENOG_HUMAN	reviewed	Gamma-enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (Enolase 2) (Neural enolase) (Neuron-specific enolase) (NSE)	ENO2	Homo sapiens (Human)	434
P22983	P22983	PPDK_CLOSY	reviewed	Pyruvate, phosphate dikinase (EC 2.7.9.1) (Pyruvate, orthophosphate dikinase)	ppdK	Clostridium symbiosum (Bacteroides symbiosus)	874
Q3J125	Q3J125	Q3J125_CERS4	unreviewed	Cellulose synthase catalytic subunit [UDP-forming] (EC 2.4.1.12)	RSP_0333	Cereibacter sphaeroides (strain ATCC 17023 / DSM 158 / JCM 6121 / CCUG 31486 / LMG 2827 / NBRC 12203 / NCIMB 8253 / ATH 2.4.1.) (Rhodobacter sphaeroides)	788
P86993	P86993	LECT_BAUFO	reviewed	Lectin (BfL)		Bauhinia forficata (Brazilian orchid-tree) (Cow's-foot)	233
P06968	P06968	DUT_ECOLI	reviewed	Deoxyuridine 5'-triphosphate nucleotidohydrolase (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase)	dut dnaS sof b3640 JW3615	Escherichia coli (strain K12)	152
Q6B856	Q6B856	TBB2B_BOVIN	reviewed	Tubulin beta-2B chain	TUBB2B	Bos taurus (Bovine)	445
A0A083ZM57	A0A083ZM57	A0A083ZM57_RHIRD	unreviewed	Periplasmic alpha-galactoside-binding protein	agpA_3 AGTUEHA105_LOCUS4408 SY94_4618	Rhizobium radiobacter (Agrobacterium tumefaciens) (Agrobacterium radiobacter)	695
Q86U86	Q86U86	PB1_HUMAN	reviewed	Protein polybromo-1 (hPB1) (BRG1-associated factor 180) (BAF180) (Polybromo-1D)	PBRM1 BAF180 PB1	Homo sapiens (Human)	1689
P26918	P26918	BLAB_AERHY	reviewed	Metallo-beta-lactamase type 2 (EC 3.5.2.6) (B2 metallo-beta-lactamase) (Beta-lactamase II) (Carbapenem-hydrolyzing metallo-beta-lactamase) (Metallo-beta-lactamase type II)	cphA	Aeromonas hydrophila	254
P04177	P04177	TY3H_RAT	reviewed	Tyrosine 3-monooxygenase (EC 1.14.16.2) (Tyrosine 3-hydroxylase) (TH)	Th	Rattus norvegicus (Rat)	498
Q2N379	Q2N379	Q2N379_9CALI	unreviewed	ORF1 (Fragment)		Norovirus Hu/GII.4/Sydney348/97O/AU	510
P18434	P18434	ATP4B_PIG	reviewed	Potassium-transporting ATPase subunit beta (Gastric H(+)/K(+) ATPase subunit beta) (Proton pump beta chain) (gp60-90)	ATP4B	Sus scrofa (Pig)	290
P51853	P51853	BZNB_PSEFL	reviewed	Benzaldehyde lyase (EC 4.1.2.38) (Benzoin aldolase) (BL) (BZL)	bznB	Pseudomonas fluorescens	563
P10344	P0AEQ4	GLNH_ECOL6	reviewed	Glutamine-binding periplasmic protein (GlnBP)	glnH c0896	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	248
P10344	P0AEQ5	GLNH_ECO57	reviewed	Glutamine-binding periplasmic protein (GlnBP)	glnH Z1033 ECs0889	Escherichia coli O157:H7	248
Q96FZ7	Q96FZ7	CHMP6_HUMAN	reviewed	Charged multivesicular body protein 6 (Chromatin-modifying protein 6) (Vacuolar protein sorting-associated protein 20) (Vps20) (hVps20)	CHMP6 VPS20	Homo sapiens (Human)	201
P34998	P34998	CRFR1_HUMAN	reviewed	Corticotropin-releasing factor receptor 1 (CRF-R-1) (CRF-R1) (CRFR-1) (Corticotropin-releasing hormone receptor 1) (CRH-R-1) (CRH-R1)	CRHR1 CRFR CRFR1 CRHR	Homo sapiens (Human)	444
O55239	O55239	NNMT_MOUSE	reviewed	Nicotinamide N-methyltransferase (EC 2.1.1.1)	Nnmt	Mus musculus (Mouse)	264
P03962	P03962	PYRF_YEAST	reviewed	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase) (Uridine 5'-monophosphate synthase) (UMP synthase)	URA3 YEL021W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	267
P9WPQ5	P9WPQ5	BIOD_MYCTU	reviewed	Dethiobiotin synthetase BioD (EC 6.3.3.3) (DTB synthetase) (DTBS) (Dethiobiotin synthase)	bioD Rv1570 MTCY336.33c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	226
Q5NHJ6	Q5NHJ6	Q5NHJ6_FRATT	unreviewed	Stringent starvation protein A, regulator of transcription	sspA FTT_0458	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	210
Q28372	Q28372	GELS_HORSE	reviewed	Gelsolin (Actin-depolymerizing factor) (ADF) (Brevin)	GSN	Equus caballus (Horse)	731
Q9HAZ2	Q9HAZ2	PRD16_HUMAN	reviewed	Histone-lysine N-methyltransferase PRDM16 (EC 2.1.1.367) (PR domain zinc finger protein 16) (PR domain-containing protein 16) (Transcription factor MEL1) (MDS1/EVI1-like gene 1)	PRDM16 KIAA1675 MEL1 PFM13	Homo sapiens (Human)	1276
Q9UNE7	Q9UNE7	CHIP_HUMAN	reviewed	E3 ubiquitin-protein ligase CHIP (EC 2.3.2.27) (Antigen NY-CO-7) (CLL-associated antigen KW-8) (Carboxy terminus of Hsp70-interacting protein) (RING-type E3 ubiquitin transferase CHIP) (STIP1 homology and U box-containing protein 1)	STUB1 CHIP PP1131	Homo sapiens (Human)	303
Q8I4W8	Q8I4W8	Q8I4W8_PLAF7	unreviewed	Myosin A tail domain interacting protein	PF3D7_1246400	Plasmodium falciparum (isolate 3D7)	204
U8MRX2	A0A1C7BKJ3	A0A1C7BKJ3_PSEAI	unreviewed	Fucose-binding lectin PA-IIL	Q058_00950	Pseudomonas aeruginosa BL04	115
P12271	P12271	RLBP1_HUMAN	reviewed	Retinaldehyde-binding protein 1 (Cellular retinaldehyde-binding protein)	RLBP1 CRALBP	Homo sapiens (Human)	317
Q9SCZ4	Q9SCZ4	FERON_ARATH	reviewed	Receptor-like protein kinase FERONIA (EC 2.7.11.1) (Protein SIRENE)	FER AAK1 SIR SRN At3g51550 F26O13.190	Arabidopsis thaliana (Mouse-ear cress)	895
P0A722	P0A722	LPXA_ECOLI	reviewed	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase (UDP-N-acetylglucosamine acyltransferase) (EC 2.3.1.129)	lpxA b0181 JW0176	Escherichia coli (strain K12)	262
P50921	P50921	TPIS_MORMI	reviewed	Triosephosphate isomerase (TIM) (TPI) (EC 5.3.1.1) (Triose-phosphate isomerase)	tpiA tim tpi	Moritella marina (Vibrio marinus)	256
P26663	P26663	POLG_HCVBK	reviewed	Genome polyprotein [Cleaved into: Core protein precursor (Capsid protp26663ein C) (p23); Mature core protein (p21); Envelope glycoprotein E1 (gp32) (gp35); Envelope glycoprotein E2 (NS1) (gp68) (gp70); Viroporin p7; Protease NS2 (p23) (EC 3.4.22.-); Serine protease/helicase NS3 (EC 3.4.21.98) (EC 3.6.1.15) (EC 3.6.4.13) (Hepacivirin) (NS3 helicase) (NS3 protease) (NS3P) (Viroporin p70); Non-structural protein 4A (NS4A) (p8); Non-structural protein 4B (NS4B) (p27); Non-structural protein 5A (NS5A) (p56/58); RNA-directed RNA polymerase (EC 2.7.7.48) (NS5B) (p68)]		Hepatitis C virus genotype 1b (isolate BK) (HCV)	3010
O75311	O75311	GLRA3_HUMAN	reviewed	Glycine receptor subunit alpha-3	GLRA3	Homo sapiens (Human)	464
Q9L5C8	Q9L5C8	Q9L5C8_ECOLX	unreviewed	Beta-lactamase (EC 3.5.2.6)	blaCTX-M-9a bla CTX-M-9 blaCTX-M-9 blaCTX-M-9b RCS51_P0174	Escherichia coli	291
Q0VDX6	Q0VDX6	Q0VDX6_MOUSE		Deleted.			
P41182	P41182	BCL6_HUMAN	reviewed	B-cell lymphoma 6 protein (BCL-6) (B-cell lymphoma 5 protein) (BCL-5) (Protein LAZ-3) (Zinc finger and BTB domain-containing protein 27) (Zinc finger protein 51)	BCL6 BCL5 LAZ3 ZBTB27 ZNF51	Homo sapiens (Human)	706
P0DOJ7	P0DOJ7	MT_POVBG	reviewed	Middle T antigen (MT) (MT-AG)		Murine polyomavirus (strain BG) (MPyV)	421
G4VJY9	G4VJY9	G4VJY9_SCHMA		Deleted.			
P0A8Q0	P0A8Q0	FRDC_ECOLI	reviewed	Fumarate reductase subunit C (Fumarate reductase 15 kDa hydrophobic protein) (Quinol-fumarate reductase subunit C) (QFR subunit C)	frdC b4152 JW4113	Escherichia coli (strain K12)	131
P03274	P03274	CAP6_ADE02	reviewed	Pre-protein VI (pVI) [Cleaved into: Endosome lysis protein; Protease cofactor (pVI-C)]	L3	Human adenovirus C serotype 2 (HAdV-2) (Human adenovirus 2)	250
Q97Q99,A0A0H2UQE4	A0A0H2UQE4	A0A0H2UQE4_STRPN	unreviewed	Putative neuraminidase (EC 3.2.1.18)	SP_1326	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)	740
P63212	P63212	GBG2_BOVIN	reviewed	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2 (G gamma-I)	GNG2	Bos taurus (Bovine)	71
Q9NPC2	Q9NPC2	KCNK9_HUMAN	reviewed	Potassium channel subfamily K member 9 (Acid-sensitive potassium channel protein TASK-3) (TWIK-related acid-sensitive K(+) channel 3) (Two pore potassium channel KT3.2) (Two pore K(+) channel KT3.2)	KCNK9 TASK3	Homo sapiens (Human)	374
P46100	P46100	ATRX_HUMAN	reviewed	Transcriptional regulator ATRX (EC 3.6.4.12) (ATP-dependent helicase ATRX) (X-linked helicase II) (X-linked nuclear protein) (XNP) (Znf-HX)	ATRX RAD54L XH2	Homo sapiens (Human)	2492
